Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
TPCO,Tribune Publishing Company,17.21,-0.07,-0.41%,17.58,17.16,164909,3/16/21
TPGY,Tpg Pace Beneficial Finance Corp Cl A,19.84,-1.81,-8.36%,21.97,19.56,1488357,3/16/21
TPH,Tri Pointe Homes Inc,19.94,-0.71,-3.44%,20.98,19.92,1993285,3/16/21
TPIC,Tpi Composites Inc,51.86,-2.11,-3.91%,54.42,50.5,472308,3/16/21
TPOR,Transportation Bull 3X Direxion,34.94,-1.81,-4.93%,37.02,34.61,121837,3/16/21
TPR,Tapestry Inc,44.81,-1.52,-3.28%,46.08,44.3,3390853,3/16/21
TPTX,Turning Point Therapeutics Inc,106.85,-2.94,-2.68%,112.68,103.93,229531,3/16/21
TPVG,Triplepoint Venture Growth Bdc,14.67,-0.14,-0.95%,14.82,14.51,147189,3/16/21
TPX,Tempur-Pedic International Inc,38.51,-0.64,-1.63%,39.4,38.08,2222135,3/16/21
TQQQ,Ultrapro QQQ Proshares,92.85,1.5,1.64%,95.99,91.6,42014258,3/16/21
TR,Tootsie Roll Industries,34.29,0.19,0.56%,34.99,33.78,300501,3/16/21
TRC,Tejon Ranch Company,17.63,0.05,0.28%,17.74,17.23,60797,3/16/21
TREC,Trecora Resources,7.98,0.18,2.31%,8,7.7,79445,3/16/21
TREE,Lendingtree Inc,230.12,-10.8,-4.48%,246.29,227.31,276259,3/16/21
TREX,Trex Company,97.56,-2.24,-2.24%,100.73,97.33,505331,3/16/21
TRGP,Targa Resources,32.94,-1.04,-3.06%,33.61,32.66,1138645,3/16/21
TRHC,Tabula Rasa Healthcare Inc,44.55,1.16,2.67%,45.47,42.26,428661,3/16/21
TRI,Thomson Reuters Corp,88.35,0.68,0.78%,88.72,87.61,505426,3/16/21
TRIB,Trinity Bio ADR,4.43,-0.22,-4.73%,4.73,4.43,516599,3/16/21
TRIL,Trillium Therapeutic,10.79,-0.3,-2.71%,11.37,10.66,1008833,3/16/21
TRIP,Tripadvisor Inc,58.62,-2.23,-3.66%,60.6,56.9,3652469,3/16/21
TRIT,Triterras Inc Cl A,7.59,-0.37,-4.65%,8.05,7.45,988099,3/16/21
TRMB,Trimble Navigation,75.7,0.22,0.29%,76.38,75.12,1274326,3/16/21
TRMK,Trustmark Corp,34.92,-0.13,-0.37%,34.96,34.18,213271,3/16/21
TRN,Trinity Industries,28.42,-0.59,-2.03%,29.03,28.3,702977,3/16/21
TRNO,Terreno Realty Corp,58.35,0.04,0.07%,58.59,57.9,352503,3/16/21
TROW,T Rowe Price Group,172.16,-1.32,-0.76%,174.23,171.13,872751,3/16/21
TROX,Tronox Inc,18.24,-0.57,-3.03%,18.94,17.81,1847760,3/16/21
TRP,Tc Energy Corp,46.9,-0.24,-0.51%,47.39,46.71,4775427,3/16/21
TRQ,Turquoise Hill Resources Ltd,16.12,-0.38,-2.30%,16.62,16.07,917176,3/16/21
TRS,Trimas Corp,32.16,-0.34,-1.05%,32.73,31.95,224423,3/16/21
TRST,Trustco Bank Corp NY,7.55,-0.13,-1.69%,7.61,7.44,361099,3/16/21
TRTN,Triton International Ltd,57.91,-1.88,-3.14%,59.59,57.58,505828,3/16/21
TRTX,Tpg Re Finance Trust Inc,11.69,-0.32,-2.66%,11.9,11.61,325504,3/16/21
TRU,Transunion,88.5,-0.36,-0.41%,89.77,87.99,912550,3/16/21
TRUE,Truecar Inc,5.13,-0.07,-1.35%,5.31,5.1,960145,3/16/21
TRUP,Trupanion Inc,90.09,0.16,0.18%,92.37,88.76,315524,3/16/21
TRV,The Travelers Companies Inc,156.47,-0.87,-0.55%,156.87,154.41,1064003,3/16/21
TRVG,Trivago NV,4.59,-0.59,-11.39%,5.01,4.4,5158085,3/16/21
TRVN,Trevena Inc,2.09,-0.02,-0.95%,2.2,2.06,1952277,3/16/21
TRX,Tanzanian Royalty Exploration Corp,0.67,-0.018,-2.62%,0.69,0.65,1954929,3/16/21
TS,Tenaris S.A.,22.96,-0.2,-0.86%,23.24,22.74,2024472,3/16/21
TSCO,Tractor Supply Company,170.22,-0.78,-0.46%,170.99,168.83,907846,3/16/21
TSE,Trinseo S.A.,71.55,-1.29,-1.77%,73.7,70.95,416888,3/16/21
TSEM,Tower Semiconductor,30.14,0.15,0.50%,30.73,29.94,803350,3/16/21
TSLA,Tesla Inc,676.88,-31.06,-4.39%,707.92,671,32145746,3/16/21
TSLX,Tpg Specialty Lending Inc,22.76,0.12,0.53%,22.9,22.52,442314,3/16/21
TSM,Taiwan Semiconductor Manufacturing,119.35,0.27,0.23%,121.25,118.1,10783206,3/16/21
TSN,Tyson Foods,76.26,-0.32,-0.42%,76.99,75.5,2025411,3/16/21
TSQ,Townsquare Media Llc,10.47,-0.24,-2.24%,10.64,10.09,85088,3/16/21
TT,Trane Technologies Plc,167.17,-0.82,-0.49%,169.13,166.24,1131224,3/16/21
TTAC,Trimtabs Float Shrink ETF,49.12,-0.14,-0.29%,49.38,49.01,6091,3/16/21
TTC,Toro Company,103.35,-0.76,-0.73%,105,103.27,458793,3/16/21
TTCF,Tattooed Chef Inc,21.84,-0.5,-2.24%,22.45,21.3,1071872,3/16/21
TTD,Trade Desk Inc,768.92,10.66,1.41%,805,755.03,1120706,3/16/21
TTEC,Teletech Hlds,92.62,-1,-1.07%,94.18,92.21,81241,3/16/21
TTEK,Tetra Tech Inc,132.8,-2.23,-1.65%,136.25,132,201099,3/16/21
TTGT,Techtarget Inc,80.41,-0.57,-0.70%,81.52,76.43,203906,3/16/21
TTI,Tetra Technologies,2.9,0.01,0.35%,2.92,2.76,2150979,3/16/21
TTM,Tata Motors Ltd,21.81,-0.08,-0.37%,22,21.55,1012930,3/16/21
TTMI,TTM Technologies,14.49,-0.01,-0.07%,14.64,14.41,765343,3/16/21
TTNP,Titan Pharma,3.11,-0.18,-5.47%,3.32,3.04,648142,3/16/21
TTOO,T2 Biosystems CS,1.89,-0.09,-4.55%,2.02,1.78,6225903,3/16/21
TTT,Ultrapro Short 20+ Year Trsy Proshares,45.3,0.49,1.09%,45.89,44.54,144150,3/16/21
TTWO,Take-Two Interacti,173.01,3.84,2.27%,174.52,169.75,1716485,3/16/21
TU,Telus Corp,20.8,-0.23,-1.09%,21.19,20.61,5628478,3/16/21
TUFN,Tufin Software Technologies Ltd,12.24,-0.61,-4.75%,13.17,12.01,451365,3/16/21
TUP,Tupperware Corp,27.18,-0.49,-1.77%,28.39,26.37,1105067,3/16/21
TUR,Turkey Ishares MSCI ETF,28.13,0.38,1.37%,28.23,28.02,139793,3/16/21
TURN,180 Degree Capital Corp,7.48,0.08,1.08%,7.5,7.35,152388,3/16/21
TUSK,Mammoth Energy Services Inc,5.8,0.38,7.01%,5.83,5.33,301581,3/16/21
TV,Grupo Televisa S.A.,9.1,0.18,2.02%,9.19,8.77,1894987,3/16/21
TVTX,Travere Therapeutics Inc,27.65,-0.89,-3.12%,29.26,27.06,274149,3/16/21
TVTY,Tivity Health,24.14,-0.14,-0.58%,24.55,23.4,933331,3/16/21
TW,Tradeweb Markets Inc,75,0.15,0.20%,75.53,74.27,674537,3/16/21
TWI,Titan International,9.88,0.56,6.01%,10.46,9.2,2540085,3/16/21
TWIN,Twin Disc Inc,9.84,0.29,3.04%,9.99,9.52,35754,3/16/21
TWLO,Twilio,373.22,3.64,0.98%,388.3,365.15,2159167,3/16/21
TWM,Ultrashort Russell 2000 Proshares,13.84,0.46,3.44%,14,13.44,1570720,3/16/21
TWNK,Hostess Brands Inc,15.12,0.05,0.33%,15.25,14.97,844501,3/16/21
TWO,Two Harbors Invt Corp,7.63,-0.08,-1.04%,7.71,7.58,3267380,3/16/21
TWOU,2U Inc,37.69,-0.72,-1.87%,39.14,36.84,1165975,3/16/21
TWST,Twist Bioscience Corp,139.33,-5.14,-3.56%,149.96,133.27,795365,3/16/21
TWTR,Twitter Inc,69.25,-1.03,-1.47%,71.86,68.57,13207539,3/16/21
TX,Ternium S.A.,36.85,0.33,0.90%,37.4,35.12,1332329,3/16/21
TXG,10X Genomics Inc,168.77,-0.73,-0.43%,172.65,165.19,765917,3/16/21
TXMD,Therapeuticsmd Inc,1.61,-0.05,-3.01%,1.69,1.56,10636500,3/16/21
TXN,Texas Instruments,177.14,2.23,1.27%,178.81,175.83,4132760,3/16/21
TXRH,Texas Roadhouse Inc,94.77,-3.49,-3.55%,98.14,94.63,753192,3/16/21
TXT,Textron Inc,53.91,-1.39,-2.51%,55.14,53.48,868961,3/16/21
TYD,7-10 Year Treasury Bull 3X Direxion,51,0.12,0.23%,51.16,50.89,1526,3/16/21
TYL,Tyler Technologies,424.72,-0.3,-0.07%,431.46,423.57,189399,3/16/21
TYME,Tyme Technologies,2.14,-0.13,-5.73%,2.3,2.03,4164652,3/16/21
TYO,7-10 Year Treasury Bear -3X Direxion,9.27,0.01,0.13%,9.32,9.2,63133,3/16/21
TZA,Smallcap Bear 3X Direxion,31.05,1.47,4.97%,31.57,29.7,6571265,3/16/21
TZOO,Travelzoo Inc,17.4,-0.48,-2.68%,17.99,16.55,131564,3/16/21
U,Unity Software Inc,108.89,-0.78,-0.71%,114.14,106.67,4362102,3/16/21
UA,Under Armour Inc Cl C,19.5,-0.69,-3.42%,20.21,19.39,2558322,3/16/21
UAA,Under Armour,23.38,-0.82,-3.39%,24.35,23.19,3999631,3/16/21
UAL,United Airlines Holdings Inc,59.81,-1.13,-1.85%,61.2,59.21,18285922,3/16/21
UAMY,U S Antimony Corp,1.24,-0.14,-10.14%,1.41,1.23,5022599,3/16/21
UAN,Cvr Partners LP,35.93,0.08,0.22%,37.46,35.57,134005,3/16/21
UAVS,Ageagle Aerial Systems Inc,7.47,-0.71,-8.68%,8.11,7.25,3378242,3/16/21
UBA,Urstadt Biddle Properties Inc,17.83,-0.64,-3.47%,18.47,17.69,139364,3/16/21
UBER,Uber Technologies Inc,58.85,-1.34,-2.23%,61.02,58.38,12869236,3/16/21
UBS,UBS Group Ag,15.51,0.11,0.71%,15.6,15.38,2278105,3/16/21
UBSI,United Bkshs Inc,40.12,-0.05,-0.12%,40.17,39.19,305342,3/16/21
UBT,Ultra 20+ Year Treasury Proshares,46.14,-0.33,-0.71%,46.68,45.77,43108,3/16/21
UBX,Unity Biotechnology Inc,6.84,-0.23,-3.25%,7.25,6.7,387667,3/16/21
UCBI,United Comm Banks,35.43,-0.28,-0.78%,35.5,34.7,308273,3/16/21
UCO,Ultra DJ-UBS Crude Oil Proshares,61.59,-0.87,-1.39%,62.17,60.16,914744,3/16/21
UCTT,Ultra Clean Holdings,56.55,1.01,1.82%,59.42,55.55,963380,3/16/21
UDN,DB US Dollar Index Bearish Fund Invesco,21.26,-0.03,-0.14%,21.28,21.24,56272,3/16/21
UDOW,Ultrapro Dow 30 Proshares,126.46,-1.4,-1.09%,127.76,125.83,1160377,3/16/21
UDR,United Dominion Realty Trust,44.72,-0.88,-1.93%,45.89,44.45,1759773,3/16/21
UE,Urban Edge Properties,17.38,-0.55,-3.07%,17.89,17.21,419244,3/16/21
UEC,Uranium Energy,3.23,0.52,19.19%,3.67,2.71,30041443,3/16/21
UEIC,Universal Elect IN,61.7,-0.76,-1.22%,62.51,60.83,54895,3/16/21
UEPS,Net 1 Ueps Techs Inc,5.32,-0.21,-3.80%,5.55,5.22,152074,3/16/21
UFCS,United Fire Group,35.28,0.23,0.66%,35.54,33.7,79051,3/16/21
UFI,Unifi Inc,28.22,-1.75,-5.84%,29.85,27.84,77990,3/16/21
UFO,Procure Space ETF,29.78,-0.88,-2.87%,30.72,29.65,76553,3/16/21
UFPI,Universal Forest Prd,72,-0.62,-0.85%,72.62,71.06,358221,3/16/21
UFS,Domtar Corp,37.07,-0.26,-0.70%,37.29,36.51,434871,3/16/21
UGA,US Gasoline,33.69,-0.19,-0.56%,33.91,33.49,62017,3/16/21
UGI,Ugi Corp,41.66,0.01,0.02%,41.75,41.05,883454,3/16/21
UGL,Ultra Gold Proshares,55.51,0.02,0.04%,56.1,55.19,70039,3/16/21
UGP,Ultrapar Participacoes S.A.,3.47,0.01,0.29%,3.54,3.43,1988433,3/16/21
UHAL,A M E R C O,612,-7.38,-1.19%,617.4,606.02,54883,3/16/21
UHS,Universal Health Services,136.62,-3.51,-2.50%,139.33,136.17,411655,3/16/21
UHT,Universal Health Realty Income Trust,70.65,-4.03,-5.40%,73.55,70.45,39929,3/16/21
UI,Ubiquiti Networks,348.05,7.28,2.14%,352.62,340.04,83733,3/16/21
UIHC,United Insurance Hld,7.4,-0.57,-7.15%,7.94,7.34,90680,3/16/21
UIS,Unisys Corp,26.56,-0.47,-1.74%,27.07,26.08,327034,3/16/21
UL,Unilever Plc,56.11,0.96,1.74%,56.22,55.28,3478939,3/16/21
ULBI,Ultralife Corp,8.05,-0.42,-4.96%,8.63,8,135334,3/16/21
ULE,Ultra Euro Proshares,14.9,-0.1,-0.64%,14.9,14.86,3618,3/16/21
ULTA,Ulta Beauty Inc,312.26,-10.23,-3.17%,320.18,308.69,1568565,3/16/21
UMBF,Ump Financial Corp,94.92,-1.16,-1.21%,95.51,93.14,185071,3/16/21
UMC,United Microelectronics Corp,8.71,-0.09,-1.02%,8.86,8.61,6594999,3/16/21
UMDD,Ultrapro Midcap 400 Proshares,149.94,-5.92,-3.80%,154.69,149.31,9186,3/16/21
UMH,Umh Properties,19.35,-0.19,-0.97%,19.5,19.01,141552,3/16/21
UMPQ,Umpqua Holdings Corp,18.29,-0.17,-0.92%,18.44,18.07,1219731,3/16/21
UNF,Unifirst Corp,232.99,-7.47,-3.11%,240.1,232.85,150710,3/16/21
UNFI,United Nat Foods,34.89,-1.89,-5.14%,37.65,34.82,1188851,3/16/21
UNG,US Natural Gas Fund,9.55,0.2,2.14%,9.57,9.37,2822740,3/16/21
UNH,Unitedhealth Group Inc,354.6,0.72,0.20%,355.36,351.91,2907583,3/16/21
UNIT,Uniti Group Inc,11.75,-0.28,-2.33%,12.09,11.73,1580382,3/16/21
UNL,US 12 Month Natural Gas,7.91,0.15,1.90%,7.91,7.7,5398,3/16/21
UNM,Unumprovident Corp,27.99,-0.83,-2.88%,28.65,27.48,3637022,3/16/21
UNP,Union Pacific Corp,211.7,-0.97,-0.46%,213.17,208.91,2789177,3/16/21
UNVR,Univar Inc,21.12,-0.48,-2.22%,21.5,20.87,770804,3/16/21
UPLD,Upland Software Inc,48.45,-0.2,-0.41%,50.15,47.72,228459,3/16/21
UPRO,Ultrapro S&P 500 Proshares,89.51,-0.32,-0.36%,90.76,88.9,3476662,3/16/21
UPS,United Parcel Service,162.82,0.18,0.11%,164.16,161.43,2413464,3/16/21
UPST,Upstart Holdings Inc,60.05,-2.88,-4.58%,64.5,56.85,1265698,3/16/21
UPWK,Upwork Inc,48.4,-0.46,-0.94%,51.73,47.63,1347545,3/16/21
URA,G-X Uranium ETF,20.17,0.37,1.87%,20.71,19.84,2690110,3/16/21
URBN,Urban Outfitters Inc,40.6,0.15,0.37%,40.84,39.7,854420,3/16/21
URE,Ultra Real Estate Proshares,70.95,-0.33,-0.46%,71.58,70.26,33200,3/16/21
URGN,Urogen Pharma Ltd,19.47,0.04,0.21%,19.85,19.01,75675,3/16/21
URI,United Rentals,314.86,-8.62,-2.66%,322.12,311.75,803566,3/16/21
URNM,Northshore Global Uranium Mining ETF,62.67,2.54,4.22%,64,61.23,291782,3/16/21
URTH,World Ishares MSCI ETF,118.79,0.16,0.13%,119.13,118.35,459654,3/16/21
URTY,Ultrapro Russell 2000 Proshares,122.41,-6.47,-5.02%,128.23,120.17,786651,3/16/21
USAC,USA Compression Partners LP,15.28,-0.48,-3.05%,15.73,14.87,362900,3/16/21
USAK,U S A Truck Inc,15.36,0.06,0.39%,15.57,15,123807,3/16/21
USAT,USA Technologies Inc,11.2,0.39,3.61%,11.23,10.7,306015,3/16/21
USB,U.S. Bancorp,53.84,-0.14,-0.26%,53.85,52.8,9930110,3/16/21
USCR,U S Concrete Inc,62.57,-2.43,-3.74%,64.35,60.16,410076,3/16/21
USD,Ultra Semiconductors Proshares,117.82,3.04,2.65%,121.16,116.32,57881,3/16/21
USDU,Wisdomtree Bloomberg U.S. Dollar Bullish Fund,25.56,0.03,0.14%,25.6,25.48,7909,3/16/21
USFD,US Foods Holding,38.6,-1.33,-3.33%,39.84,38.39,1790365,3/16/21
USHY,Broad USD High Yield Corp Bond Ishares ETF,40.83,-0.09,-0.22%,40.92,40.8,1871249,3/16/21
USIG,Broad USD Investment Gr. Corp Bond Ishares ETF,58.76,-0.03,-0.05%,58.9,58.7,399416,3/16/21
USL,US 12 Month Oil,22.5,-0.18,-0.79%,22.62,22.25,73877,3/16/21
USM,United States Cellular Corp,36.76,-0.04,-0.11%,37.13,36.04,119316,3/16/21
USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,36.66,0.02,0.05%,36.75,36.66,47713,16:01 ET
USMV,USA Min Vol Ishares Edge MSCI ETF,68.73,0.12,0.17%,68.82,68.56,2904390,3/16/21
USNA,Usana Health Sciences Inc,99.43,-1.32,-1.31%,100.87,98.11,96192,3/16/21
USO,US Oil Fund,43.83,-0.43,-0.97%,44.1,43.31,4923322,3/16/21
USPH,U.S. Physical Therapy,117.45,-4.07,-3.35%,120.9,116.72,49105,3/16/21
UST,Ultra 7-10 Year Treasury Proshares,66.59,-0.05,-0.08%,66.78,66.59,893,3/16/21
USX,U.S. Xpress Enterprises Inc Cl A,10.95,-0.02,-0.18%,11.12,10.66,159699,3/16/21
UTHR,United Therapeutic,166.57,2.47,1.51%,167.12,162.32,338338,3/16/21
UTI,Universal Technical Institute Inc,6.14,-0.07,-1.13%,6.22,6.1,66969,3/16/21
UTL,Unitil Corp,49.19,0.2,0.41%,49.43,48.45,43575,3/16/21
UTSI,Utstarcom Holdings C,1.59,-0.01,-0.62%,1.6799,1.52,206776,3/16/21
UTSL,Utilities Bull 3X Direxion,27.31,0.09,0.33%,27.43,26.75,57633,3/16/21
UTZ,Utz Brands Inc,25.9,0.2,0.78%,26.11,25.63,450845,3/16/21
UUP,DB US Dollar Index Bullish Fund Invesco,24.74,0,0.00%,24.8,24.73,341199,3/16/21
UUUU,Energy Fuels Inc,7.05,-0.13,-1.81%,7.83,6.84,12345841,3/16/21
UVE,Universal Insurance Holdings Inc,16.35,-0.19,-1.15%,16.57,16.15,158201,3/16/21
UVSP,Univest Corp of Penn,27.79,-0.63,-2.22%,28.18,27.34,68722,3/16/21
UVV,Universal Corp,56.11,-0.43,-0.76%,56.65,55.75,84522,3/16/21
UVXY,Ultra VIX Short-Term Fut Proshares,7.06,0,0.00%,7.07,6.74,77647609,3/16/21
UWM,Ultra Russell 2000 Proshares,122.02,-4.24,-3.36%,125.84,120.6,454535,3/16/21
UWMC,Uwm Hldg Corp,8.46,0.06,0.71%,8.58,8.31,4810044,3/16/21
UXIN,Uxin Ltd Ads,1.18,-0.02,-1.67%,1.23,1.14,2287860,3/16/21
UYG,Ultra Financials Proshares,53.81,-0.76,-1.39%,54.24,53.27,62406,3/16/21
UYM,Ultra Basic Materials Proshares,86.28,-1.53,-1.75%,88.01,85.28,8364,3/16/21
V,Visa Inc,224.7,1.43,0.64%,225.58,222.29,8948603,3/16/21
VAC,Marriot Vacations Worldwide Cor,183.03,-3.98,-2.13%,187,181.12,299606,3/16/21
VALE,Vale S.A.,17.19,-0.05,-0.29%,17.56,17.12,17836494,3/16/21
VALPQ,Valaris Plc,0.0913,0.0013,1.44%,0.096,0.09,959915,3/16/21
VAPO,Vapotherm Inc,25.99,-0.17,-0.65%,26.53,25.32,197584,3/16/21
VAR,Varian Medical Systems,176.2,-0.12,-0.07%,176.4,176.19,670979,3/16/21
VAW,Materials ETF Vanguard,171.06,-1.76,-1.02%,172.65,170.23,127527,3/16/21
VB,Smallcap ETF Vanguard,220.44,-3.04,-1.36%,223.54,219.2,655216,3/16/21
VBIV,Vbi Vaccines Inc CS,3.52,0.11,3.07%,3.67,3.31,7234510,3/16/21
VBK,Smallcap Growth ETF Vanguard,283.14,-4.04,-1.41%,288.11,280.86,259425,3/16/21
VBLT,Vascular Biogen. Ord,2.06,-0.08,-3.74%,2.14,2.04,333787,3/16/21
VBR,Smallcap Value ETF Vanguard,170.19,-2.53,-1.46%,172.65,169.5,882570,3/16/21
VBTX,Veritex Holdings,32.65,-0.3,-0.91%,32.82,31.81,219827,3/16/21
VC,Visteon Corp,130.72,-1.25,-0.95%,133.43,130.48,146496,3/16/21
VCEL,Vericel Corproation,45.42,-1.95,-4.12%,47.84,44.64,499578,3/16/21
VCIT,Interm Corp Bond Vanguard,93.05,0,0.00%,93.17,92.98,3446019,3/16/21
VCLT,Long-Term Corp Bond Vanguard,99.74,-0.22,-0.22%,100.25,99.46,2945414,3/16/21
VCNX,Vaccinex Inc,3.64,0.08,2.25%,4.15,3.5,3580481,3/16/21
VCR,Consumer Disc ETF Vanguard,295.99,-3.71,-1.24%,300.07,294.64,108707,3/16/21
VCRA,Vocera Communications Inc,39.12,-0.21,-0.53%,40.6,39.03,305856,3/16/21
VCSH,Sht-Term Corp Bond Vanguard,82.36,0.02,0.02%,82.41,82.36,2087185,3/16/21
VCTR,Victory Capital Holdings Inc Cl A,26.64,-0.14,-0.52%,27.1,26.43,72391,3/16/21
VCVC,10X Capital Venture Acquisition Corp,11.2,-0.63,-5.33%,11.8,11.1,675430,3/16/21
VCYT,Veracyte Inc,52.91,-1.02,-1.89%,56,51.19,1076385,3/16/21
VDC,Consumer Staples ETF Vanguard,174.45,0.07,0.04%,174.96,174.33,98419,3/16/21
VDE,Energy ETF Vanguard,71.62,-2.1,-2.85%,72.63,71.21,1146777,3/16/21
VEA,FTSE Developed Markets Vanguard,49.79,0.08,0.16%,49.86,49.69,10017443,3/16/21
VEC,Vectrus Inc,56.99,-0.35,-0.61%,57.45,56.13,94140,3/16/21
VECO,Veeco Instrument,21.59,-0.28,-1.28%,22.57,21.46,583342,3/16/21
VEDL,Vedanta Ltd,12.85,0.33,2.64%,12.87,12.53,1550656,3/16/21
VEEV,Veeva Systems Inc,261.07,-0.66,-0.25%,268,259.23,647991,3/16/21
VEON,Veon Ltd,1.84,-0.02,-1.08%,1.87,1.77,4347148,3/16/21
VER,Vereit Inc,39.55,-0.62,-1.54%,40.4,39.44,1318583,3/16/21
VERI,Veritone Inc,29.89,-2.14,-6.70%,32.43,29.77,797904,3/16/21
VERU,Veru Inc,14.83,-0.75,-4.81%,15.65,14.5,1323825,3/16/21
VET,Vermilion Energy Inc,8.27,-0.29,-3.39%,8.47,8.15,3115073,3/16/21
VEU,FTSE All-World Ex-US ETF Vanguard,61.51,0.12,0.20%,61.64,61.37,2833126,3/16/21
VFC,V.F. Corp,75.92,-3.85,-4.83%,79.95,75.76,4303944,3/16/21
VFF,Village Farms Intl,15.58,-1.9,-10.87%,16.95,15.51,3513570,3/16/21
VFH,Financial ETF Vanguard,85.41,-0.89,-1.03%,85.99,84.76,713954,3/16/21
VG,Vonage Holdings,12.23,-0.02,-0.16%,12.4,12.05,2833297,3/16/21
VGAC,VG Acquisition Corp Cl A,10.58,-0.33,-3.02%,11.02,10.5,1443143,3/16/21
VGIT,Interm Govt Bond Vanguard,67.55,0.02,0.03%,67.62,67.52,531338,3/16/21
VGK,Europe ETF FTSE Vanguard,63.63,0.08,0.13%,63.72,63.53,5920669,3/16/21
VGLT,Long-Term Govt Bond Vanguard,83.2,-0.26,-0.31%,83.59,82.84,565144,3/16/21
VGR,Vector Group Ltd,14.53,-0.25,-1.69%,14.9,14.45,693105,3/16/21
VGSH,Short-Term Govt Bond Vanguard,61.52,0,0.00%,61.55,61.52,867186,3/16/21
VGT,Information Technology ETF Vanguard,363.29,1.94,0.54%,367.07,361.22,642578,3/16/21
VGZ,Vista Gold Corp,1.01,0,0.00%,1.03,1,222422,3/16/21
VHC,Virnetx Holding Corp,6.08,-0.4,-6.17%,6.57,5.99,980898,3/16/21
VHT,Healthcare ETF Vanguard,228.16,-0.56,-0.24%,229.57,227.28,192146,3/16/21
VIAC,Viacomcbs Inc Cl B,96.24,-0.09,-0.09%,99.16,94.21,29118938,3/16/21
VIACA,Viacomcbs Inc Cl A,96.13,-0.25,-0.26%,99,94.45,197033,3/16/21
VIAV,Viavi Solutions,16.57,-0.05,-0.30%,16.67,16.42,1316024,3/16/21
VICI,Vici Properties Inc,28.11,-0.75,-2.60%,29,27.94,4295110,3/16/21
VICR,Vicor Cp,94.37,-1.95,-2.02%,96.68,93.42,109795,3/16/21
VIEW,View Inc,8.95,0.19,2.17%,9.17,8.62,738209,3/16/21
VIG,Dividend Appreciation ETF Vanguard,145.23,-0.25,-0.17%,145.63,145.01,1381460,3/16/21
VIH,Vpc Impact Acquisition Holdings Cl A,14.66,0.14,0.96%,15.2,14.24,402719,3/16/21
VIPS,Vipshop Holdings Ltd,42.92,1.22,2.93%,43.02,41.53,5471782,3/16/21
VIR,Vir Biotechnology Inc,53,0.9,1.73%,55.37,51.57,1048586,3/16/21
VIRT,Virtu Financial Cm A,30.22,0.17,0.57%,30.44,29.87,1237065,3/16/21
VIRX,Viracta Therapeutics Inc,8.96,0.06,0.67%,9.67,8.75,273150,3/16/21
VIS,Industrials ETF Vanguard,187.03,-2.83,-1.49%,189.52,186.91,239056,3/16/21
VISL,Vislink Technologies Inc,3.48,-0.11,-3.06%,3.86,3.37,8254342,3/16/21
VITL,Vital Farms Inc,28.22,-0.03,-0.11%,28.5,27.52,353114,3/16/21
VIV,Telecomunicacoes DE Sao Paulo ADR,8.18,0.08,0.99%,8.28,8.15,1682279,3/16/21
VIVO,Meridian Bioscience,24.4,0.1,0.41%,24.82,23.91,580887,3/16/21
VIXM,VIX Mid-Term Futures Proshares,38.72,-0.57,-1.45%,39.38,38.4,85885,3/16/21
VIXY,VIX Short-Term Futures Proshares,10.79,0,0.00%,10.8,10.46,6797409,3/16/21
VKTX,Viking Thera,6.59,-0.1,-1.42%,6.75,6.47,851617,3/16/21
VLDR,Velodyne Lidar Inc.,14.23,-1,-6.57%,15.89,13.92,4679678,3/16/21
VLO,Valero Energy Corp,79.32,-2.51,-3.07%,80.92,78.7,3792404,3/16/21
VLRS,Controladora Vuela Compaia DE,15.72,-0.15,-0.95%,16,15.52,555121,3/16/21
VLUE,USA Value Factor Ishares Edge MSCI ETF,103.33,-0.41,-0.40%,103.95,103.13,806875,3/16/21
VLY,Valley National Bancorp,13.99,-0.01,-0.07%,14,13.7,2373203,3/16/21
VMBS,Mortgage-Backed Securities Vanguard,53.45,-0.01,-0.02%,53.47,53.43,1031326,3/16/21
VMC,Vulcan Materials Company,168.56,-3.93,-2.28%,173,168.18,803562,3/16/21
VMI,Valmont Industries,247.46,-0.82,-0.33%,251.63,245.8,118645,3/16/21
VMW,Vmware Inc,147.85,-1.58,-1.06%,150.51,147.19,1043056,3/16/21
VNDA,Vanda Pharmaceuticals,17.52,-0.24,-1.35%,17.93,17.31,582290,3/16/21
VNE,Veoneer Inc,27.88,-0.41,-1.45%,28.24,27.4,372587,3/16/21
VNET,21Vianet Group Inc,33.84,-0.55,-1.60%,35.18,33.45,1065975,3/16/21
VNO,Vornado Realty Trust,47.3,-1.12,-2.31%,48.16,46.76,1966214,3/16/21
VNOM,Viper Energy LP,17.24,-0.72,-4.01%,17.75,16.83,618802,3/16/21
VNQ,Real Estate Vanguard ETF,92.6,-0.38,-0.41%,93.2,92.2,3122611,3/16/21
VNQI,Global Ex-US Real Estate Vanguard,56.19,0.51,0.92%,56.29,56.09,384323,3/16/21
VNRX,Volitionrx Ltd,3.58,-0.34,-8.67%,3.97,3.56,438507,3/16/21
VNT,Vontier Corp,30.83,-0.02,-0.06%,31.2,30.26,1969719,3/16/21
VNTR,Venator Materials Plc,4.78,0.02,0.42%,4.84,4.62,555894,3/16/21
