Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
ARKG,Ark Genomic Revolution ETF,92.3,-1.56,-1.66%,95.25,90.45,3823674,3/16/21
ARKK,Ark Innovation ETF,126.02,-2.86,-2.22%,130.8,123.98,13908378,3/16/21
ARKQ,Ark Autonomous Tech & Robotics ETF,85.75,-1.87,-2.13%,88.33,85.05,854962,3/16/21
ARKW,Ark Next Generation Internet ETF,157.93,-2.81,-1.75%,162.9,155.8,1337067,3/16/21
ARLO,Arlo Technologies Inc,8.13,-0.36,-4.24%,8.67,8.07,1004157,3/16/21
ARLP,Alliance Resource Pt,5.8,-0.11,-1.86%,6.1,5.78,532619,3/16/21
ARMK,Aramark Holdings Corp,41.59,-0.64,-1.52%,42.13,41.22,9998350,3/16/21
ARNA,Arena Pharmaceuticals,76.1,-1.48,-1.91%,78.87,75.25,227515,3/16/21
ARNC,Arconic Corp,28.39,-0.68,-2.34%,29.66,28.29,841693,3/16/21
AROC,Archrock Inc,10.18,-0.16,-1.55%,10.32,10.02,1226869,3/16/21
AROW,Arrow Financial Corp,34.58,-0.94,-2.65%,35.27,34.28,20198,3/16/21
ARQT,Arcutis Biotherapeutics Inc,30.92,-1.62,-4.98%,33.2,30.24,109449,3/16/21
ARR,Armour Residential R,12.14,-0.13,-1.06%,12.27,12.12,986074,3/16/21
ARRY,Array Technologies Inc,35.94,0.59,1.67%,37.49,34.38,2241884,3/16/21
ARVN,Arvinas Inc,72.69,-4.78,-6.17%,79.27,71.72,342090,3/16/21
ARW,Arrow Electronics,108.1,0.02,0.02%,109.25,107.33,407149,3/16/21
ARWR,Arrowhead Pharma,71.97,0.12,0.17%,74.46,70.44,525057,3/16/21
ARYA,Arya Sciences Acquisition Corp III Cl A,13.78,-0.95,-6.45%,15,13.33,203496,3/16/21
ASA,ASA Gold and Precious Metals,20.39,-0.2,-0.97%,20.77,20.31,71534,3/16/21
ASAN,Asana Inc Cl A,33.34,0.64,1.96%,33.59,32.49,1511398,3/16/21
ASB,Associated Banc-Corp,22.55,-0.37,-1.61%,22.75,22.32,1604473,3/16/21
ASC,Ardmore Shipping Corp,5.01,-0.24,-4.57%,5.38,4.78,526068,3/16/21
ASGN,On Assignment,98.61,-0.04,-0.04%,99.11,96.67,173556,3/16/21
ASH,Ashland Global Holdings Inc,88.94,-2.97,-3.23%,92.1,88.89,316656,3/16/21
ASHR,Db-Xt Harvest CSI 300 China A ETF,39.34,0.33,0.85%,39.37,39.13,2291391,3/16/21
ASHS,Db-Xt Harvest CSI 500 China A ETF,34.81,0.19,0.55%,34.81,34.67,4514,3/16/21
ASIX,Advansix Inc,27.77,-0.95,-3.31%,28.7,27.73,136915,3/16/21
ASMB,Assembly Biosciences,5,-0.17,-3.29%,5.2,4.95,753053,3/16/21
ASML,Asml Hld NY Reg,549.38,2.19,0.40%,555.73,545.96,651504,3/16/21
ASND,Ascendis Pharma Ads,147,0,0.00%,148.47,142.32,211187,3/16/21
ASO,Academy Sports and Outdoors Inc,24.25,-1.28,-5.01%,25.65,24.05,979197,3/16/21
ASPN,Aspen Aerogels Inc,20.91,-0.47,-2.20%,21.61,20.1,555939,3/16/21
ASPS,Altisource Portfolio,8.97,-0.18,-1.97%,9.36,8.84,82809,3/16/21
ASR,Grupo Aeroportuario Del Sureste,181.92,2.11,1.17%,182.33,178.12,52721,3/16/21
ASRT,Assertio Therapeutics Inc,0.9054,-0.0664,-6.83%,0.96,0.87,8035483,3/16/21
ASRV,Ameriserv Financial,4.23,0.06,1.44%,4.25,3.91,56230,3/16/21
ASTE,Astec Inds Inc,75.9,-1.33,-1.72%,77.37,75.6,128421,3/16/21
ASUR,Asure Software,7.75,-0.12,-1.52%,7.99,7.67,117583,3/16/21
ASXC,Asensus Surgical Inc,3.95,-0.16,-3.89%,4.15,3.87,8651227,3/16/21
ASYS,Amtech Systems Inc,12.24,0.19,1.58%,12.55,11.99,212983,3/16/21
AT,Atlantic Power Corp,2.9,0,0.00%,2.91,2.88,798242,3/16/21
ATAC,Altimar Acquisition Corp Cl A,9.94,-0.02,-0.20%,9.98,9.92,142100,3/16/21
ATAX,Amer First Mf Inv,4.69,-0.03,-0.53%,4.73,4.66,42180,3/16/21
ATCO,Atlas Corp,14.31,-0.31,-2.12%,14.67,14.09,1136210,3/16/21
ATEC,Alphatec Holdings,17.36,0.26,1.52%,17.72,16.79,725422,3/16/21
ATEN,A10 Networks Inc,10.12,-0.08,-0.78%,10.3,10,314378,3/16/21
ATEX,Pdvwireless,47.6,0.96,2.06%,48.77,45.87,306437,3/16/21
ATGE,Adtalem Global Education Inc,40.44,-0.83,-2.01%,41.48,40.25,411902,3/16/21
ATH,Athene Holding Ltd,50.24,-0.81,-1.59%,51.62,50.24,2580866,3/16/21
ATHM,Autohome Inc,95,0.42,0.44%,96.13,93.38,1192665,3/16/21
ATHX,Athersys Inc,2.01,-0.01,-0.50%,2.08,1.95,1952497,3/16/21
ATI,Allegheny Technologies Inc,21.34,-0.08,-0.37%,22.87,21.33,1507771,3/16/21
ATKR,Atkore Inc,72.26,-2.02,-2.72%,74.28,71.84,322980,3/16/21
ATLC,Atlanticus Hld Cp,29.5,-1.2,-3.91%,30.52,28.65,43425,3/16/21
ATNF,180 Life Sciences Corp,6.29,-0.06,-0.94%,6.39,5.87,928571,3/16/21
ATNI,Atn International,49.75,-1.93,-3.73%,51.38,49.53,43812,3/16/21
ATNM,Actinium Pharmaceuticals Inc,8.97,-0.09,-0.99%,9.2,8.71,248807,3/16/21
ATNX,Athenex Inc,5.1,-0.08,-1.54%,5.38,4.98,2798743,3/16/21
ATO,Atmos Energy Corp,93.8,0.61,0.65%,94.05,92.69,993811,3/16/21
ATOM,Atomera Inc,26.63,-0.94,-3.41%,28.87,25.8,459574,3/16/21
ATOS,Atossa Genetics Inc,2.72,-0.19,-6.53%,2.9,2.65,7257683,3/16/21
ATR,Aptargroup,140.5,-1.63,-1.15%,142.1,139.33,280669,3/16/21
ATRA,Atara Biotherap,16.5,-0.8,-4.62%,17.39,16.16,887765,3/16/21
ATRC,Atricure Inc,66.1,-0.71,-1.06%,67.04,64.98,226759,3/16/21
ATRO,Astronics Cp,17.77,-0.1,-0.56%,17.95,17.24,267690,3/16/21
ATRS,Antares Pharma,4.34,-0.03,-0.69%,4.47,4.31,1009960,3/16/21
ATSG,Air Transport,29.21,-0.74,-2.47%,30.01,28.83,442470,3/16/21
ATUS,Altice USA Inc Cl A,34.85,0.02,0.06%,35.34,34.54,2711182,3/16/21
ATVI,Activision Blizzard,93.28,0.71,0.76%,94.8,92.93,4552058,3/16/21
AU,Anglogold Ashanti Ltd,22.58,-0.33,-1.44%,23.1,22.47,3120393,3/16/21
AUB,Atlantic Union Bancshares Corp,39.91,-0.3,-0.75%,40.01,39.08,219151,3/16/21
AUDC,Audiocodes Ltd,29.48,-0.23,-0.77%,29.95,29.15,375588,3/16/21
AUMN,Golden Minerals Company,0.75,-0.003,-0.40%,0.7599,0.7205,1018656,3/16/21
AUPH,Aurinia Pharm Ord,13.83,-0.42,-2.95%,14.5,13.6,4566407,3/16/21
AUTO,Autoweb Inc,3.07,-0.12,-3.76%,3.18,3.01,184839,3/16/21
AUY,Yamana Gold,4.5,-0.04,-0.88%,4.58,4.47,9428591,3/16/21
AVA,Avista Corp,46.65,-0.49,-1.04%,47.4,46.34,442886,3/16/21
AVAV,Aerovironment Inc,118.51,-1.34,-1.12%,123.62,117.12,185507,3/16/21
AVB,Avalonbay Communities,190.3,-3.12,-1.61%,194.21,189.05,741176,3/16/21
AVCT,American Virtual Cloud Tech Inc,6.22,-0.52,-7.72%,6.82,6.14,11823,3/16/21
AVD,American Vanguard Corp,21.44,-0.03,-0.14%,21.83,21.1,62259,3/16/21
AVDL,Avadel Pharmaceuticals Plc,9.9,-0.17,-1.69%,10.25,9.5,386578,3/16/21
AVEO,Aveo Pharmaceuticals,11.41,-0.8,-6.55%,12.06,11.03,2175178,3/16/21
AVGO,Broadcom Ltd,478.18,7.41,1.57%,484,467.4,3119231,3/16/21
AVID,Avid Tech Inc,21.64,-0.11,-0.51%,22.98,21.38,666761,3/16/21
AVIR,Atea Pharmaceuticals Inc,77.2,7.4,10.60%,78.22,69.01,215233,3/16/21
AVLR,Avalara Inc,143.98,-2.29,-1.57%,150.99,141.88,786068,3/16/21
AVNS,Avanos Medical Inc,48.1,0.04,0.08%,48.88,47.19,203890,3/16/21
AVNT,Avient Corp,49.44,-0.48,-0.96%,49.75,48.6,341507,3/16/21
AVRO,Avrobio Inc,13.54,0.49,3.75%,13.93,13.02,566760,3/16/21
AVT,Avnet Inc,40.23,-0.29,-0.72%,40.98,39.86,729172,3/16/21
AVTR,Avantor Inc,27.96,-1.12,-3.85%,29.25,27.72,3382697,3/16/21
AVXL,Anavex Lf SC,16.13,1.31,8.84%,16.39,15.05,3764665,3/16/21
AVY,Avery Dennison Corp,180.53,-3.48,-1.89%,185.92,180.5,538848,3/16/21
AVYA,Avaya Holdings Corp,31.1,-0.38,-1.21%,32.47,30.5,985504,3/16/21
AWAY,Etfmg Travel Tech ETF,33.66,-0.79,-2.29%,34.54,33.4,532741,3/16/21
AWH,Aspira Womans Health Inc,8,-0.4,-4.76%,8.4,7.87,701419,3/16/21
AWI,Armstrong World Industries Inc,95.47,-0.88,-0.91%,96.51,94.2,423355,3/16/21
AWK,American Water Works,141.16,0.85,0.61%,142.67,140.5,1136557,3/16/21
AWR,American States Water Company,73.07,0.69,0.95%,73.21,72.28,138368,3/16/21
AWRE,Aware Inc,3.91,-0.15,-3.69%,4.09,3.9,32587,3/16/21
AX,Axos Financial Inc,51.92,0.28,0.54%,52.11,50.88,291368,3/16/21
AXAS,Abraxas Petro Corp,4.11,-0.14,-3.29%,4.29,4,150311,3/16/21
AXDX,Accelerate Diagnosti,8.9,-0.58,-6.12%,9.62,8.85,270008,3/16/21
AXGN,Axogen Inc,20.91,0.64,3.16%,21.59,20.04,236436,3/16/21
AXL,American Axle & Manufacturing,11.54,-0.92,-7.38%,12.43,11.52,1712705,3/16/21
AXNX,Axonics Modulation Technologies Inc,55.98,-1.53,-2.66%,57.85,54.89,574072,3/16/21
AXON,Axon Enterprise Inc,147.03,-6.68,-4.35%,159.02,144.71,410506,3/16/21
AXP,American Express Company,143.3,-3.69,-2.51%,147.26,142.82,4027157,3/16/21
AXS,Axis Capital Holdings,52.32,-0.34,-0.65%,52.81,51.67,227576,3/16/21
AXSM,Axsome Thera,65.75,0.53,0.81%,65.8,63.69,263801,3/16/21
AXTA,Axalta Coating Systems Ltd,29.07,-0.67,-2.25%,29.9,28.89,2116937,3/16/21
AXTI,Axt Inc,13.55,-0.46,-3.28%,14.11,13.26,544495,3/16/21
AXU,Alexco Resource Corp,2.51,-0.05,-1.95%,2.59,2.48,794547,3/16/21
AY,Atlantica Yield Plc,36.42,-1.04,-2.78%,37.94,36.31,1201970,3/16/21
AYI,Acuity Brands Inc,143.67,-3.18,-2.17%,147.26,142.14,596740,3/16/21
AYRO,Ayro Inc,6.72,-0.4,-5.62%,7.12,6.6,1493676,3/16/21
AYX,Alteryx Inc,84.31,-2,-2.32%,88.54,83.6,1991138,3/16/21
AZEK,The Azek Company Inc Cl A,44.64,-1.17,-2.55%,46.42,44.6,379417,3/16/21
AZN,Astrazeneca Plc,50.05,1.28,2.62%,50.47,49.85,16766639,3/16/21
AZO,Autozone,1299,3.78,0.29%,1303.25,1279.41,260117,3/16/21
AZPN,Aspen Technology,150,-0.8,-0.53%,152.36,148.92,193811,3/16/21
AZUL,Azul S.A. ADR,21.49,-1.53,-6.65%,22.97,21.3,1573767,3/16/21
AZZ,Azz Inc,54.24,-1.84,-3.28%,55.75,53.95,80753,3/16/21
B,Barnes Group,55.66,-1.53,-2.68%,56.85,55.44,100364,3/16/21
BA,Boeing Company,255.21,-10.42,-3.92%,264.17,254.02,28745094,3/16/21
BABA,Alibaba Group Holding,226.93,-3.35,-1.45%,229.85,225.53,19362059,3/16/21
BAC,Bank of America Corp,37.64,-0.11,-0.29%,37.72,36.97,50286688,3/16/21
BAH,Booz Allen Hamilton Holding Corp,79.44,-1.19,-1.48%,80.49,79.02,677309,3/16/21
BAL,Ipatha.B Cotton Subindex TR ETN,49.4,0.11,0.22%,49.56,49.09,5890,3/16/21
BALY,Bally's Corp,69.38,-3.23,-4.45%,72.66,67.63,289646,3/16/21
BAM,Brookfield Asset Management Inc,43.75,0.23,0.53%,43.91,43.23,2290626,3/16/21
BANC,First Pactrust Bancorp,20.41,-0.2,-0.97%,20.5,19.88,166331,3/16/21
BAND,Bandwidth Inc,131.84,1.65,1.27%,134.96,130.82,534518,3/16/21
BANF,Bancfirst Corp,72.26,-1.15,-1.57%,73.78,70.67,74380,3/16/21
BANR,Banner Corp,56.66,-0.78,-1.36%,57.4,55.95,166854,3/16/21
BAP,Credicorp Ltd,151.64,-1.37,-0.90%,154.12,151.4,200594,3/16/21
BATRA,Liberty Braves CS A,31.87,0.25,0.79%,31.87,31.23,31959,3/16/21
BATRK,Liberty Braves CS C,30.97,0.31,1.01%,31.02,30.12,194546,3/16/21
BAX,Baxter International Inc,78.93,0.26,0.33%,78.96,78.03,1919799,3/16/21
BB,Blackberry Ltd,11.46,-0.22,-1.88%,12.2,11.27,19834805,3/16/21
BBAR,Bbva Banco Frances S.A.,3.01,-0.06,-1.95%,3.14,2.96,512862,3/16/21
BBBY,Bed Bath & Beyond,31.11,-1.49,-4.57%,32.38,30.6,3222719,3/16/21
BBCA,Jpmorgan Betabuilders Canada ETF,30.07,-0.04,-0.13%,30.17,29.96,194806,3/16/21
BBD,Banco Bradesco S.A.,4.43,-0.04,-0.89%,4.51,4.38,26013807,3/16/21
BBDC,Barings Bdc Inc,10.05,-0.15,-1.47%,10.3,10.02,354122,3/16/21
BBEU,Jpmorgan Betabuilders Europe ETF,27.63,0.03,0.11%,27.66,27.57,530495,3/16/21
BBH,Biotech Vaneck ETF,178.72,0.85,0.48%,180.73,177.05,8292,3/16/21
BBIG,Vinco Ventures Inc,2.74,-0.14,-4.86%,2.96,2.63,345372,3/16/21
BBIO,Bridgebio Pharma Inc,68.05,-1.84,-2.63%,70.71,67.22,840953,3/16/21
BBL,Bhp Billiton Plc,59.12,-0.68,-1.14%,59.54,58.71,1865851,3/16/21
BBSI,Barrett Business S,70.63,-3.06,-4.15%,74.06,70.24,40147,3/16/21
BBU,Brookfield Business Partners LP,38.81,0,0.00%,39.64,38.54,8120,3/16/21
BBVA,Banco Bilbao Viscaya Argentaria S.A.,5.6,-0.05,-0.88%,5.63,5.53,2064095,3/16/21
BBW,Build-A-Bear Workshop,7.32,-1.06,-12.65%,8.48,7.27,540901,3/16/21
BBY,Best Buy Company,113.45,-0.47,-0.41%,114.46,112.7,2327888,3/16/21
BC,Brunswick Corp,103.42,-3.82,-3.56%,107.85,103.2,593336,3/16/21
BCBP,Bcb Bancorp Inc,14.28,0.03,0.21%,14.37,14.1,55963,3/16/21
BCC,Boise Cascade L.L.C.,59.57,-0.19,-0.32%,60.44,59.05,183143,3/16/21
BCDA,Biocardia Inc,3.92,-0.11,-2.73%,4.04,3.84,81286,3/16/21
BCE,BCE Inc,44.87,0.05,0.11%,45.01,44.66,3010378,3/16/21
BCEI,Bonanza Creek Energy Inc,33.55,-0.1,-0.30%,33.74,32.13,431617,3/16/21
BCEL,Atreca Inc Cl A,17.44,0.67,4.00%,17.67,16.77,354827,3/16/21
BCI,All Commodity Strategy K-1 Free ETF,24.01,-0.04,-0.17%,24.01,23.82,68539,3/16/21
BCLI,Brainstorm Cell,4.3,-0.05,-1.26%,4.44,4.13,582125,3/16/21
BCO,Brink's Company,83.17,-0.03,-0.04%,83.6,82,213269,3/16/21
BCOR,Blucora Inc,17.88,-0.09,-0.50%,18.4,17.48,701832,3/16/21
BCOV,Brightcove Inc,23.24,0.44,1.93%,23.73,22.58,426563,3/16/21
BCPC,Balchem Cp,128.81,0.56,0.44%,129.63,126.73,73185,3/16/21
BCRX,Biocryst Pharma Inc,13.01,-0.47,-3.49%,13.75,12.63,5766070,3/16/21
BCS,Barclays Plc,10.15,0.07,0.69%,10.22,10.05,7729609,3/16/21
BCSF,Bain Capital Specialty Finance Inc,15.31,0.03,0.20%,15.39,15.06,149202,3/16/21
BDC,Belden Inc,44.5,-0.76,-1.68%,45.11,44.38,431601,3/16/21
BDN,Brandywine Realty Trust,13.64,-0.28,-2.01%,13.92,13.63,1748100,3/16/21
BDSI,Biodelivery Sci Intl,3.77,-0.18,-4.56%,4.01,3.75,2316737,3/16/21
BDTX,Black Diamond Therapeutics Inc,25.75,-0.35,-1.34%,26.57,25.15,166824,3/16/21
BDX,Becton Dickinson and Company,239.55,-1.21,-0.50%,241.52,238.66,925758,3/16/21
BE,Bloom Energy Corp Cl A,28,-1.78,-5.98%,29.76,27.55,3242992,3/16/21
BEAM,Beam Therapeutics Inc,94.13,-0.69,-0.73%,97.49,90.37,747354,3/16/21
BECN,Beacon Roofing Suppl,54.06,-0.52,-0.95%,55.14,53.61,404829,3/16/21
BEEM,Beam Global,43.9,-4.54,-9.37%,48.05,43.5,580731,3/16/21
BEKE,Ke Holdings Inc ADR,65.3,5.8,9.75%,72.49,62.52,11911258,3/16/21
BELFB,BEL Fuse Inc Cl B,21.07,-0.26,-1.22%,21.63,20.35,64193,3/16/21
BEN,Franklin Resources,29.76,-0.17,-0.57%,30.15,29.43,4857340,3/16/21
BEP,Brookfield Renewable,42.08,0.81,1.96%,42.44,40.98,332658,3/16/21
BEPC,Brookfield Renewable Corp,46.54,0.27,0.58%,46.92,45.73,780528,3/16/21
BERY,Berry Global Group,58.32,-0.71,-1.20%,58.98,57.67,1744086,3/16/21
BEST,Best Inc,2.4,-0.07,-2.83%,2.5,2.37,1579960,3/16/21
BETZ,Roundhill Sports Betting & Igaming ETF,32.31,-0.58,-1.76%,33.26,32.1,546733,3/16/21
BFAM,Bright Horizons Family Solutions Inc,167.02,-2.38,-1.40%,170.94,166.69,128884,3/16/21
BFI,Burgerfi Intl Inc,14.39,-0.37,-2.51%,15.04,14.33,199748,3/16/21
BFLY,Butterfly Network Inc,16.97,-1.35,-7.37%,18.36,16.53,4754357,3/16/21
BFOR,Barron's 400 ETF,56.73,-0.44,-0.77%,56.88,56.73,1099,3/16/21
BFT,Foley Trasimene Acquisition Corp II Cl A,16.62,0.12,0.73%,17.25,15.95,7870111,3/16/21
BG,Bunge Ltd,78.98,-0.26,-0.33%,79.99,78.29,851307,3/16/21
BGCP,Bgc Partners Cl A,4.41,-0.07,-1.56%,4.51,4.37,1836652,3/16/21
BGFV,Big 5 Sporting,15.7,-0.21,-1.32%,15.96,15.14,696775,3/16/21
BGNE,Beigene Ltd Ads,327.38,1.99,0.61%,331.9,324.43,212417,3/16/21
BGS,B&G Foods Holdings,31.97,0.04,0.13%,32.2,31.43,837496,3/16/21
BHC,Bausch Health Companies Inc,33.38,-0.42,-1.24%,34.34,33.04,12166274,3/16/21
BHE,Benchmark Electronics,31.48,-0.58,-1.81%,32.16,31.31,220619,3/16/21
BHF,Brighthouse Financial Inc,43.67,-1.97,-4.32%,45.92,43.42,756641,3/16/21
BHLB,Berkshire Hills Bancorp,23.67,-0.05,-0.21%,23.8,23,352004,3/16/21
BHP,Bhp Billiton Ltd,71.85,-1.2,-1.64%,72.8,71.71,2290199,3/16/21
BHR,Braemar Hotels & Resorts Inc,6.89,-0.13,-1.85%,7.14,6.85,535211,3/16/21
BHVN,Biohaven Pharmaceutical Holding Company Ltd,75.83,-5.68,-6.97%,80.5,74.11,2154549,3/16/21
BIB,Ultra Nasdaq Biotech Proshares,91.74,0.24,0.26%,93.97,89.25,80062,3/16/21
BIDU,Baidu Inc,266.78,1.25,0.47%,274.06,262.99,7151447,3/16/21
BIG,Big Lots,66.77,-3.47,-4.94%,70.62,65.7,1052952,3/16/21
BIGC,Bigcommerce Holdings Inc,56.23,-3.13,-5.27%,60,55.7,2322874,3/16/21
BIIB,Biogen Inc,259.92,-0.21,-0.08%,265.99,258.07,1420996,3/16/21
BIL,1-3 Month T-Bill Barclays Capital SPDR,91.5,0,0.00%,91.51,91.5,1145041,3/16/21
BILI,Bilibili Inc ADR,113.31,1.66,1.49%,119.83,111.78,7705119,3/16/21
BILL,Bill.com Holdings Inc,151.8,-7.06,-4.44%,163.5,148.45,1230550,3/16/21
BIO,Bio-Rad Laboratories,560.84,-8.71,-1.53%,574.53,554.76,138517,3/16/21
BIOC,Biocept Inc,5.89,-0.08,-1.34%,6.1,5.66,232499,3/16/21
BIP,Brookfield Infrastructure Partners LP,52.58,-0.11,-0.21%,53.54,52.28,314749,3/16/21
BIS,Ultrashort Biotechnology Proshares,20.97,0,0.00%,21.48,20.43,77363,3/16/21
BIV,Interm Term Bond ETF Vanguard,89.11,0.08,0.09%,89.2,89.02,1287842,3/16/21
BJ,Bj's Wholesale Club Holdings Inc,42.05,-0.95,-2.21%,43.48,42.03,1418693,3/16/21
BJK,Gaming ETF Vaneck,56.3,-0.7,-1.23%,57.41,56,39272,3/16/21
BJRI,Bj's Restaurants Inc,62.27,0.27,0.44%,62.37,60.09,341491,3/16/21
BK,Bank of New York Mellon Corp,46.24,-0.45,-0.96%,46.63,45.92,3732816,3/16/21
BKCC,Blackrock Cptl Invt,3.55,-0.13,-3.53%,3.61,3.47,689666,3/16/21
BKD,Brookdale Senior Living Inc,6.45,-0.36,-5.29%,6.8,6.44,2080416,3/16/21
BKE,Buckle Inc,42.11,-0.76,-1.77%,42.63,40.74,498982,3/16/21
BKEP,Blueknight Energy LP,3.23,-0.2,-5.83%,3.54,3.09,1213812,3/16/21
BKF,BRIC Ishares MSCI ETF,54.57,0.37,0.68%,54.79,54.31,10097,3/16/21
BKH,Black Hills Corp,66.67,0.27,0.41%,66.85,66.06,200475,3/16/21
BKI,Black Knight Inc,77.99,0.27,0.35%,78.37,77.52,544345,3/16/21
BKLN,Senior Loan Invesco ETF,22.23,-0.02,-0.09%,22.26,22.19,7528890,3/16/21
BKNG,Booking Holdings Inc,2396.56,-42.94,-1.76%,2429.53,2380.01,360604,3/16/21
BKR,Baker Hughes A Ge CO Cl A,23.02,-1.2,-4.95%,23.99,22.99,9156324,3/16/21
BKU,BankUnited Inc,49.12,-0.78,-1.56%,49.36,48.31,522499,3/16/21
BKYI,Bio-Key Intl Inc,3.52,-0.15,-4.09%,3.77,3.51,125870,3/16/21
BL,Blackline Inc,112.36,-1.41,-1.24%,114.85,110.3,595463,3/16/21
BLCN,Reality Shares Nasdaq Nextgen Economy ETF,50.83,-0.86,-1.66%,51.83,50.5,94224,3/16/21
BLD,Topbuild Corp,199.28,-5.71,-2.79%,208.29,199,181254,3/16/21
BLDP,Ballard Power Sys,25.79,-0.92,-3.44%,27.38,25.52,4774408,3/16/21
BLDR,Builders Firstsource,45.8,-1.23,-2.61%,47.07,45.35,1481857,3/16/21
BLFS,Biolife Solutions,36.76,-0.05,-0.14%,37.3,36.26,141256,3/16/21
BLI,Berkeley Lights Inc,54.21,-0.05,-0.09%,55.36,52.94,1233710,3/16/21
BLK,Blackrock Inc,723.07,4.06,0.56%,727.39,715.76,562223,3/16/21
BLKB,Blackbaud Inc,71.76,-2.1,-2.84%,74.16,70.02,188333,3/16/21
BLL,Ball Corp,83.9,-1.5,-1.76%,85.22,83.47,2783256,3/16/21
BLMN,Bloomin' Brands Inc,27.89,-0.92,-3.19%,28.75,27.8,1217848,3/16/21
BLNK,Blink Charging Company,37.34,-3.22,-7.94%,40.1,36.15,5248236,3/16/21
BLOK,Transformational Data Sharing Amplify ETF,56.6,-1.94,-3.31%,58.38,55.81,925431,3/16/21
BLU,Bellus Health Inc,4.2,-0.38,-8.30%,4.66,4.13,953417,3/16/21
BLUE,Bluebird Bio,32.39,-0.86,-2.59%,33.22,31.39,1698099,3/16/21
BLV,Long Term Bond Index ETF Vanguard,97.21,-0.53,-0.54%,97.97,97.14,382803,3/16/21
BLX,Banco Latinoamericano DE Comercio,16.54,-0.16,-0.96%,16.67,16.34,98412,3/16/21
BMA,Banco Macro S.A.,14.63,-0.21,-1.42%,15.1,14.5,321729,3/16/21
BMBL,Bumble Inc,73,-0.47,-0.64%,74.58,69.77,1557863,3/16/21
BMI,Badger Meter,100.11,-2.24,-2.19%,102.7,99.8,179282,3/16/21
BMO,Bank of Montreal,88.12,0.13,0.15%,88.44,87.34,560186,3/16/21
BMRA,Biomerica Inc,6.42,0.41,6.82%,6.64,5.9,120817,3/16/21
BMRN,Biomarin Pharmaceuticals,77.21,-1.18,-1.51%,78.59,76.6,1203672,3/16/21
BMTC,Bryn Mawr Bank Corp,46.36,-0.71,-1.51%,46.95,45.84,317370,3/16/21
BMY,Bristol-Myers Squibb Company,61.9,0.51,0.83%,62.14,61.34,10161831,3/16/21
BND,Total Bond Market ETF Vanguard,84.74,-0.01,-0.01%,84.85,84.66,6159094,3/16/21
BNDX,Total Intl Bond ETF Vanguard,57.21,-0.06,-0.10%,57.28,57.2,3011660,3/16/21
BNED,Barnes & Noble Education Inc C,8.87,-0.11,-1.22%,9.34,8.64,685745,3/16/21
BNFT,Benefitfocus,14.87,-0.23,-1.52%,15.15,14.58,151447,3/16/21
BNGO,Bionano Genomics Inc,8.73,-0.94,-9.72%,9.66,8.5,23276525,3/16/21
BNL,Broadstone Net Lease Inc Cl A,18.59,0.04,0.22%,18.97,18.49,477975,3/16/21
BNO,US Brent Oil,17.19,-0.15,-0.87%,17.28,16.99,929855,3/16/21
BNS,Bank of Nova Scotia,63.49,0.31,0.49%,63.68,62.97,1955748,3/16/21
BNTX,Biontech Se ADR,108.1,0.22,0.20%,110.98,104.7,1376948,3/16/21
BOCH,Bank of Commerce Hld,12.8,-0.38,-2.88%,13.15,12.53,45733,3/16/21
BOH,Bank of Hawaii Corp,93.06,-2.21,-2.32%,94.7,92.12,298724,3/16/21
BOIL,Ultra DJ-UBS Natural Gas Proshares,21.09,0.84,4.15%,21.23,20.34,1617083,3/16/21
BOKF,Bok Financial Corp,93.04,-2.76,-2.88%,95.44,92.29,152655,3/16/21
BOND,Pimco Active Bond TR ETF,109.88,0.06,0.05%,110,109.62,155467,3/16/21
BOOM,Dynamic Materials,61.33,-2.87,-4.47%,64.58,60.02,242119,3/16/21
BOOT,Boot Barn Holdings Inc,60.71,-2.29,-3.63%,62.73,59.63,268812,3/16/21
BOTZ,G-X Robotics & Artificial Intel Thmtc ETF,33.6,-0.15,-0.44%,33.95,33.45,550312,3/16/21
BOX,Box Inc,21.77,-0.2,-0.91%,22.31,21.61,1915572,3/16/21
BP,BP Plc,26.08,-0.41,-1.55%,26.17,25.69,10580002,3/16/21
BPFH,Boston Pvt Finl Hld,14.33,-0.26,-1.78%,14.58,14.29,1528430,3/16/21
BPMC,Blueprint Medicines Corp,103.51,-2.26,-2.14%,106.16,102.84,320364,3/16/21
BPMP,BP Midstream Partners LP,12.79,-0.05,-0.39%,12.86,12.67,307717,3/16/21
BPOP,Popular Inc,72.2,-1.32,-1.80%,73.31,71.86,550615,3/16/21
BPT,BP Prudhoe Bay Royalty Trust,4.6,-0.35,-7.07%,4.98,4.6,272475,3/16/21
BPY,Brookfield Property Partners L,17.87,0.14,0.79%,17.88,17.66,1553697,3/16/21
BPYU,Brookfield Property REIT Inc,17.97,-0.04,-0.22%,18.07,17.82,301448,3/16/21
BQ,Boqii Holding Limited ADR,5.85,-0.07,-1.18%,6.29,5.73,647461,3/16/21
BR,Broadridge Financial Solutions Llc,147.63,1.24,0.85%,148.22,145.43,387763,3/16/21
BRBR,Bellring Brands Inc Cl A,25.97,-0.11,-0.42%,26.38,25.76,332859,3/16/21
BRC,Brady Corp,55.08,-1.82,-3.20%,56.52,55.02,165068,3/16/21
